Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_(USD),Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Loyalty_Score_A,Loyalty_Score_B,Satisfaction_Flag,Value_Tier,Retention_Rate_%,Dependency_Rate_%
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Next Day Air,1,1,21,Venmo,Quarterly,2156,0.0,0,Low Value,43.14,43.14
156,63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,Yes,Free Shipping,1,1,21,Bank Transfer,Quarterly,1694,0.0,1,Low Value,43.14,43.14
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4.0,Yes,Standard,1,1,40,Debit Card,Annually,1066,0.0,1,Low Value,80.39,80.39
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3.0,Yes,Next Day Air,1,1,1,Bank Transfer,Fortnightly,136,0.0,0,Low Value,3.92,3.92
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Standard,1,1,50,Bank Transfer,Monthly,3723,0.0,1,Low Value,100.0,100.0
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,1,1,39,Bank Transfer,Every 3 Months,1080,0.0,0,Low Value,78.43,78.43
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Free Shipping,1,1,34,Venmo,Monthly,805,0.0,1,Low Value,68.63,68.63
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,Yes,Express,1,1,29,Venmo,Fortnightly,1470,0.0,0,Low Value,58.82,58.82
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3.0,Yes,Store Pickup,1,1,31,PayPal,Bi-Weekly,2368,0.0,0,Low Value,62.75,62.75
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,Standard,1,1,8,Debit Card,Weekly,603,0.0,0,Low Value,17.65,17.65
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,1,1,5,Credit Card,Fortnightly,390,0.0,0,Low Value,11.76,11.76
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,1,1,7,Cash,Monthly,480,0.0,0,Low Value,15.69,15.69
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Store Pickup,1,1,30,Cash,Monthly,961,0.0,1,Low Value,60.78,60.78
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Express,1,1,14,Credit Card,Every 3 Months,405,0.0,1,Low Value,29.41,29.41
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Express,1,1,5,Cash,Fortnightly,480,0.0,0,Low Value,11.76,11.76
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,1,1,3,PayPal,Every 3 Months,120,0.0,0,Low Value,7.84,7.84
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,1,1,46,Venmo,Bi-Weekly,1175,0.0,0,Low Value,92.16,92.16
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,1,1,4,Credit Card,Weekly,175,0.0,0,Low Value,9.8,9.8
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,1,1,42,Credit Card,Bi-Weekly,2881,0.0,0,Low Value,84.31,84.31
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,1,1,30,Cash,Annually,1426,0.0,0,Low Value,60.78,60.78
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Express,1,1,37,Venmo,Annually,1330,0.0,0,Low Value,74.51,74.51
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,1,1,2,Bank Transfer,Annually,258,0.0,0,Low Value,5.88,5.88
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,1,1,30,Credit Card,Quarterly,2511,0.0,0,Low Value,60.78,60.78
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,1,1,47,Bank Transfer,Monthly,2016,0.0,0,Low Value,94.12,94.12
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,1,1,21,PayPal,Quarterly,946,0.0,1,Low Value,43.14,43.14
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,1,1,9,Bank Transfer,Fortnightly,310,0.0,1,Low Value,19.61,19.61
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,1,1,12,Debit Card,Fortnightly,1053,0.0,0,Low Value,25.49,25.49
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,1,1,4,Bank Transfer,Weekly,305,0.0,1,Low Value,9.8,9.8
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,1,1,10,Debit Card,Annually,1056,0.0,0,Low Value,21.57,21.57
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,1,1,26,Credit Card,Weekly,783,0.0,0,Low Value,52.94,52.94
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Yes,Express,1,1,40,Cash,Fortnightly,1353,0.0,0,Low Value,80.39,80.39
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,1,1,34,Bank Transfer,Fortnightly,1120,0.0,1,Low Value,68.63,68.63
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,1,1,31,Debit Card,Annually,1792,0.0,0,Low Value,62.75,62.75
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,1,1,1,Bank Transfer,Bi-Weekly,188,0.0,0,Low Value,3.92,3.92
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Express,1,1,5,Bank Transfer,Bi-Weekly,318,0.0,0,Low Value,11.76,11.76
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,1,1,4,Credit Card,Weekly,410,0.0,1,Low Value,9.8,9.8
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Yes,Free Shipping,1,1,48,Venmo,Quarterly,3430,0.0,0,Low Value,96.08,96.08
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,1,1,29,Cash,Every 3 Months,2280,0.0,0,Low Value,58.82,58.82
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,1,1,12,PayPal,Bi-Weekly,377,0.0,0,Low Value,25.49,25.49
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,Standard,1,1,29,Venmo,Annually,3000,0.0,0,Low Value,58.82,58.82
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Express,1,1,15,Debit Card,Quarterly,1504,0.0,0,Low Value,31.37,31.37
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,1,1,34,Credit Card,Monthly,875,0.0,1,Low Value,68.63,68.63
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,1,1,41,Credit Card,Fortnightly,3696,0.0,0,Low Value,82.35,82.35
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,1,1,41,Credit Card,Monthly,3276,0.0,0,Low Value,82.35,82.35
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Standard,1,1,39,Credit Card,Fortnightly,1800,0.0,1,Low Value,78.43,78.43
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Express,1,1,32,Cash,Weekly,2409,0.0,0,Low Value,64.71,64.71
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,1,1,29,Venmo,Monthly,1830,0.0,0,Low Value,58.82,58.82
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,1,1,15,Bank Transfer,Annually,352,0.0,1,Low Value,31.37,31.37
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Express,1,1,33,Venmo,Annually,1292,0.0,0,Low Value,66.67,66.67
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,1,1,18,Bank Transfer,Weekly,722,0.0,0,Low Value,37.25,37.25
205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4.0,Yes,Store Pickup,1,1,35,Cash,Bi-Weekly,3600,0.0,1,Low Value,70.59,70.59
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,Standard,1,1,25,PayPal,Weekly,1664,0.0,0,Low Value,50.98,50.98
207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,1,1,6,Venmo,Fortnightly,385,0.0,1,Low Value,13.73,13.73
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Express,1,1,17,Bank Transfer,Bi-Weekly,1638,0.0,0,Low Value,35.29,35.29
209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,Store Pickup,1,1,17,Credit Card,Monthly,684,0.0,1,Low Value,35.29,35.29
210,55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,1,1,44,Cash,Every 3 Months,4365,0.0,0,Low Value,88.24,88.24
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3.0,Yes,2-Day Shipping,1,1,6,PayPal,Fortnightly,154,0.0,0,Low Value,13.73,13.73
212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,2-Day Shipping,1,1,45,Debit Card,Fortnightly,4232,0.0,1,Low Value,90.2,90.2
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Express,1,1,7,Debit Card,Annually,672,0.0,1,Low Value,15.69,15.69
214,30,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,Yes,Store Pickup,1,1,11,Debit Card,Every 3 Months,1116,0.0,1,Low Value,23.53,23.53
215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,1,1,41,Cash,Every 3 Months,2100,0.0,1,Low Value,82.35,82.35
216,62,Male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.8,Yes,2-Day Shipping,1,1,24,PayPal,Bi-Weekly,1600,0.0,0,Low Value,49.02,49.02
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,1,1,21,Venmo,Weekly,1342,0.0,0,Low Value,43.14,43.14
218,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,1,1,24,Bank Transfer,Annually,1200,0.0,0,Low Value,49.02,49.02
219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Store Pickup,1,1,8,Credit Card,Quarterly,405,0.0,0,Low Value,17.65,17.65
220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Yes,Free Shipping,1,1,12,Cash,Fortnightly,1144,0.0,0,Low Value,25.49,25.49
221,39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,Yes,Express,1,1,48,Debit Card,Fortnightly,2793,0.0,0,Low Value,96.08,96.08
222,28,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,1,1,6,Bank Transfer,Quarterly,476,0.0,1,Low Value,13.73,13.73
223,47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Yes,2-Day Shipping,1,1,14,PayPal,Fortnightly,1410,0.0,1,Low Value,29.41,29.41
224,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,1,1,34,PayPal,Annually,1435,0.0,1,Low Value,68.63,68.63
225,63,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,Yes,Free Shipping,1,1,12,Cash,Every 3 Months,1079,0.0,0,Low Value,25.49,25.49
226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,1,1,11,Bank Transfer,Annually,264,0.0,0,Low Value,23.53,23.53
227,29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,1,1,5,PayPal,Monthly,444,0.0,0,Low Value,11.76,11.76
228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,1,1,25,Venmo,Fortnightly,2340,0.0,1,Low Value,50.98,50.98
229,18,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,1,1,11,Credit Card,Annually,948,0.0,0,Low Value,23.53,23.53
230,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Next Day Air,1,1,27,PayPal,Every 3 Months,784,0.0,1,Low Value,54.9,54.9
231,66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Standard,1,1,43,Credit Card,Annually,3872,0.0,1,Low Value,86.27,86.27
232,28,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,2-Day Shipping,1,1,18,Debit Card,Every 3 Months,494,0.0,0,Low Value,37.25,37.25
233,54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Express,1,1,32,Bank Transfer,Bi-Weekly,891,0.0,1,Low Value,64.71,64.71
234,19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,Next Day Air,1,1,27,Bank Transfer,Every 3 Months,2324,0.0,1,Low Value,54.9,54.9
235,20,Male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,Yes,Next Day Air,1,1,24,Credit Card,Weekly,975,0.0,0,Low Value,49.02,49.02
236,43,Male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Yes,Free Shipping,1,1,31,Debit Card,Quarterly,2848,0.0,0,Low Value,62.75,62.75
237,38,Male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,Yes,Next Day Air,1,1,39,PayPal,Fortnightly,2720,0.0,0,Low Value,78.43,78.43
238,50,Male,Dress,Clothing,90,Iowa,M,Beige,Summer,3.0,Yes,Store Pickup,1,1,36,Debit Card,Fortnightly,3330,0.0,0,Low Value,72.55,72.55
239,64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,Free Shipping,1,1,5,Cash,Annually,204,0.0,1,Low Value,11.76,11.76
240,49,Male,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9,Yes,Express,1,1,47,Credit Card,Bi-Weekly,2448,0.0,0,Low Value,94.12,94.12
241,47,Male,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,3.5,Yes,Free Shipping,1,1,29,Bank Transfer,Fortnightly,1350,0.0,0,Low Value,58.82,58.82
242,36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,Free Shipping,1,1,43,Venmo,Bi-Weekly,3872,0.0,1,Low Value,86.27,86.27
243,55,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,Yes,Store Pickup,1,1,40,Debit Card,Every 3 Months,3485,0.0,1,Low Value,80.39,80.39
244,25,Male,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.8,Yes,2-Day Shipping,1,1,4,Debit Card,Monthly,500,0.0,0,Low Value,9.8,9.8
245,53,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,2-Day Shipping,1,1,39,PayPal,Weekly,1680,0.0,1,Low Value,78.43,78.43
246,49,Male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Yes,Next Day Air,1,1,45,Venmo,Fortnightly,2438,0.0,0,Low Value,90.2,90.2
247,35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Yes,Express,1,1,20,Venmo,Bi-Weekly,1806,0.0,0,Low Value,41.18,41.18
248,29,Male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Yes,Standard,1,1,14,Debit Card,Weekly,990,0.0,1,Low Value,29.41,29.41
249,47,Male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Yes,Express,1,1,33,PayPal,Weekly,3400,0.0,1,Low Value,66.67,66.67
250,53,Male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,Yes,Standard,1,1,18,Credit Card,Annually,893,0.0,1,Low Value,37.25,37.25
251,33,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4.0,Yes,Express,1,1,9,Bank Transfer,Weekly,250,0.0,1,Low Value,19.61,19.61
252,21,Male,Handbag,Accessories,51,Wyoming,XL,Gold,Winter,2.5,Yes,Standard,1,1,34,PayPal,Annually,1785,0.0,0,Low Value,68.63,68.63
253,32,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Yes,Free Shipping,1,1,33,Venmo,Fortnightly,1394,0.0,0,Low Value,66.67,66.67
254,52,Male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,Yes,2-Day Shipping,1,1,15,Bank Transfer,Bi-Weekly,1168,0.0,1,Low Value,31.37,31.37
255,67,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Yes,Store Pickup,1,1,4,PayPal,Bi-Weekly,210,0.0,0,Low Value,9.8,9.8
256,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,1,1,25,Debit Card,Annually,520,0.0,1,Low Value,50.98,50.98
257,58,Male,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,4.7,Yes,Express,1,1,20,Credit Card,Every 3 Months,630,0.0,1,Low Value,41.18,41.18
258,20,Male,Handbag,Accessories,53,West Virginia,M,Red,Summer,4.5,Yes,Express,1,1,5,Credit Card,Quarterly,318,0.0,1,Low Value,11.76,11.76
259,61,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Yes,Express,1,1,16,Cash,Quarterly,1258,0.0,0,Low Value,33.33,33.33
260,32,Male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Yes,Standard,1,1,13,Debit Card,Annually,798,0.0,0,Low Value,27.45,27.45
261,38,Male,Hat,Accessories,57,Montana,S,Red,Winter,3.2,Yes,2-Day Shipping,1,1,11,Credit Card,Every 3 Months,684,0.0,0,Low Value,23.53,23.53
262,21,Male,Jeans,Clothing,77,California,L,Magenta,Winter,4.9,Yes,Standard,1,1,21,Credit Card,Annually,1694,0.0,1,Low Value,43.14,43.14
263,37,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.8,Yes,Next Day Air,1,1,6,Debit Card,Annually,280,0.0,0,Low Value,13.73,13.73
264,27,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,Yes,Store Pickup,1,1,29,Venmo,Monthly,1380,0.0,1,Low Value,58.82,58.82
265,36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,Store Pickup,1,1,15,Cash,Annually,1248,0.0,0,Low Value,31.37,31.37
266,32,Male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,Yes,2-Day Shipping,1,1,17,Bank Transfer,Bi-Weekly,1062,0.0,0,Low Value,35.29,35.29
267,51,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,Yes,Express,1,1,32,Credit Card,Weekly,2475,0.0,0,Low Value,64.71,64.71
268,64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Yes,2-Day Shipping,1,1,42,Venmo,Annually,2322,0.0,0,Low Value,84.31,84.31
269,68,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Yes,Store Pickup,1,1,21,Cash,Monthly,924,0.0,0,Low Value,43.14,43.14
270,68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,Next Day Air,1,1,9,Cash,Bi-Weekly,440,0.0,0,Low Value,19.61,19.61
271,33,Male,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,4.6,Yes,Free Shipping,1,1,16,Bank Transfer,Annually,884,0.0,1,Low Value,33.33,33.33
272,65,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Express,1,1,42,Credit Card,Fortnightly,2967,0.0,1,Low Value,84.31,84.31
273,48,Male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,Yes,2-Day Shipping,1,1,37,Debit Card,Bi-Weekly,988,0.0,1,Low Value,74.51,74.51
274,69,Male,Coat,Outerwear,33,North Dakota,S,Silver,Spring,4.2,Yes,Express,1,1,32,Debit Card,Quarterly,1089,0.0,1,Low Value,64.71,64.71
275,59,Male,Jewelry,Accessories,32,Maryland,M,Indigo,Spring,3.0,Yes,Express,1,1,28,Cash,Bi-Weekly,928,0.0,0,Low Value,56.86,56.86
276,48,Male,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4.0,Yes,Express,1,1,13,Credit Card,Weekly,1190,0.0,1,Low Value,27.45,27.45
277,25,Male,Skirt,Clothing,30,South Dakota,XL,Turquoise,Fall,3.5,Yes,Express,1,1,11,Bank Transfer,Fortnightly,360,0.0,0,Low Value,23.53,23.53
278,29,Male,Shirt,Clothing,29,Georgia,M,Green,Winter,3.0,Yes,Store Pickup,1,1,36,Bank Transfer,Bi-Weekly,1073,0.0,0,Low Value,72.55,72.55
279,57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Express,1,1,23,Debit Card,Annually,2280,0.0,0,Low Value,47.06,47.06
280,23,Male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4.0,Yes,Standard,1,1,37,Bank Transfer,Monthly,2622,0.0,1,Low Value,74.51,74.51
281,45,Male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,Yes,2-Day Shipping,1,1,21,Cash,Bi-Weekly,1518,0.0,1,Low Value,43.14,43.14
282,38,Male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Standard,1,1,22,Debit Card,Bi-Weekly,1403,0.0,0,Low Value,45.1,45.1
283,21,Male,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3.0,Yes,2-Day Shipping,1,1,9,Cash,Monthly,940,0.0,0,Low Value,19.61,19.61
284,32,Male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,Yes,Next Day Air,1,1,16,Venmo,Annually,510,0.0,0,Low Value,33.33,33.33
285,63,Male,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,Yes,Standard,1,1,4,PayPal,Quarterly,225,0.0,0,Low Value,9.8,9.8
286,29,Male,Handbag,Accessories,39,Kentucky,XL,Yellow,Summer,4.8,Yes,Express,1,1,3,Debit Card,Bi-Weekly,156,0.0,1,Low Value,7.84,7.84
287,27,Male,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.6,Yes,Store Pickup,1,1,6,Debit Card,Annually,357,0.0,0,Low Value,13.73,13.73
288,56,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,Yes,2-Day Shipping,1,1,18,Venmo,Fortnightly,703,0.0,0,Low Value,37.25,37.25
289,30,Male,T-shirt,Clothing,62,North Carolina,M,Lavender,Winter,3.7,Yes,2-Day Shipping,1,1,34,Venmo,Bi-Weekly,2170,0.0,0,Low Value,68.63,68.63
290,49,Male,Coat,Outerwear,85,New York,M,Yellow,Fall,4.5,Yes,2-Day Shipping,1,1,26,Credit Card,Monthly,2295,0.0,1,Low Value,52.94,52.94
291,58,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Yes,Standard,1,1,50,PayPal,Weekly,1683,0.0,0,Low Value,100.0,100.0
292,57,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.3,Yes,Next Day Air,1,1,40,Bank Transfer,Monthly,1066,0.0,0,Low Value,80.39,80.39
293,60,Male,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,Yes,Free Shipping,1,1,24,Cash,Quarterly,2475,0.0,1,Low Value,49.02,49.02
294,69,Male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,Yes,Express,1,1,33,PayPal,Annually,1326,0.0,0,Low Value,66.67,66.67
295,70,Male,Skirt,Clothing,20,New Jersey,M,Gold,Spring,4.6,Yes,Store Pickup,1,1,19,Credit Card,Every 3 Months,400,0.0,1,Low Value,39.22,39.22
296,53,Male,Sunglasses,Accessories,42,West Virginia,M,Indigo,Winter,2.7,Yes,Store Pickup,1,1,24,Credit Card,Quarterly,1050,0.0,0,Low Value,49.02,49.02
297,25,Male,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,Yes,2-Day Shipping,1,1,19,Credit Card,Weekly,1480,0.0,1,Low Value,39.22,39.22
298,48,Male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.4,Yes,Standard,1,1,4,Credit Card,Bi-Weekly,130,0.0,1,Low Value,9.8,9.8
299,69,Male,T-shirt,Clothing,53,Maryland,M,Lavender,Winter,4.0,Yes,Standard,1,1,11,Venmo,Every 3 Months,636,0.0,1,Low Value,23.53,23.53
300,25,Male,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,Yes,Next Day Air,1,1,28,PayPal,Fortnightly,2320,0.0,0,Low Value,56.86,56.86
301,29,Male,Hat,Accessories,98,Iowa,M,Teal,Spring,4.4,Yes,Store Pickup,1,1,24,PayPal,Weekly,2450,0.0,1,Low Value,49.02,49.02
302,46,Male,Skirt,Clothing,95,Pennsylvania,M,Green,Spring,3.8,Yes,Standard,1,1,25,Credit Card,Every 3 Months,2470,0.0,0,Low Value,50.98,50.98
303,37,Male,Sweater,Clothing,44,Delaware,L,Olive,Summer,3.6,Yes,Express,1,1,27,Bank Transfer,Every 3 Months,1232,0.0,0,Low Value,54.9,54.9
304,20,Male,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.3,Yes,Next Day Air,1,1,49,Venmo,Weekly,3000,0.0,0,Low Value,98.04,98.04
305,40,Male,Dress,Clothing,84,Oregon,M,Green,Winter,3.4,Yes,Next Day Air,1,1,45,Credit Card,Bi-Weekly,3864,0.0,0,Low Value,90.2,90.2
306,60,Male,Sweater,Clothing,59,Utah,M,Teal,Fall,3.5,Yes,2-Day Shipping,1,1,26,PayPal,Annually,1593,0.0,0,Low Value,52.94,52.94
307,26,Male,Jacket,Outerwear,49,North Dakota,S,White,Summer,3.6,Yes,Express,1,1,4,Cash,Annually,245,0.0,0,Low Value,9.8,9.8
308,29,Male,Gloves,Accessories,32,Florida,M,Orange,Winter,3.2,Yes,Free Shipping,1,1,3,Credit Card,Every 3 Months,128,0.0,0,Low Value,7.84,7.84
309,66,Male,Handbag,Accessories,29,Maryland,M,Beige,Fall,3.7,Yes,Standard,1,1,45,Venmo,Bi-Weekly,1334,0.0,0,Low Value,90.2,90.2
